method,p,n,trial,sigma,theta,error,error_max,error_min
Debias_Ridge,300,50,15,2.0,-0.0058473946618444,0.08047830328474201,0.6178894473270848,7.617956274620957e-08
Imputed,300,50,16,2.0,-0.0058473946618444,0.08690146654150027,0.7368150771611832,6.2868546851056e-09
Classical,300,50,16,2.0,-0.0058473946618444,0.2636461552421947,2.094533333915185,8.003989872445563e-07
PPI_lambda1,300,50,16,2.0,-0.0058473946618444,0.09010071092484433,0.612321348853201,3.4791766312892127e-06
PPI_tuned,300,50,16,2.0,-0.0058473946618444,0.09010071092484433,0.612321348853201,3.4791766312892127e-06
Debias_Lasso,300,50,16,2.0,-0.0058473946618444,0.08424604521460378,0.7592289080781751,6.791763648126579e-12
Debias_ElasticNet,300,50,16,2.0,-0.0058473946618444,0.08583429652527785,0.7597571422592413,2.501223290745247e-09
Debias_Ridge,300,50,16,2.0,-0.0058473946618444,0.08769105199145272,0.6234735693170573,1.403982407541539e-07
Imputed,300,50,17,2.0,-0.0058473946618444,0.11935922175621583,1.3541990765710072,1.9616736525815897e-06
Classical,300,50,17,2.0,-0.0058473946618444,0.27411205545664435,1.720514216659122,1.97708906148657e-05
PPI_lambda1,300,50,17,2.0,-0.0058473946618444,0.12609336552416806,1.4462160670705306,4.576576975809377e-07
PPI_tuned,300,50,17,2.0,-0.0058473946618444,0.12609336552416806,1.4462160670705306,4.576576975809377e-07
Debias_Lasso,300,50,17,2.0,-0.0058473946618444,0.12069969914608426,1.3888318260599644,1.7226029238627324e-06
Debias_ElasticNet,300,50,17,2.0,-0.0058473946618444,0.11966803465615593,1.392121093905874,4.043456405201391e-06
Debias_Ridge,300,50,17,2.0,-0.0058473946618444,0.12449253560325166,1.5029581528039762,2.316553623055417e-07
Imputed,300,50,18,2.0,-0.0058473946618444,0.11412402884040702,1.1383733906890596,7.149086010210491e-06
Classical,300,50,18,2.0,-0.0058473946618444,0.28658241224757497,1.7122173632856452,9.893260457379946e-05
PPI_lambda1,300,50,18,2.0,-0.0058473946618444,0.11784729701219594,1.025425482417453,1.6606996059528934e-06
PPI_tuned,300,50,18,2.0,-0.0058473946618444,0.11784729701219594,1.025425482417453,1.6606996059528934e-06
Debias_Lasso,300,50,18,2.0,-0.0058473946618444,0.13553673122252358,1.4458141159180524,1.1815897847330675e-06
Debias_ElasticNet,300,50,18,2.0,-0.0058473946618444,0.13553673122252358,1.445814115918052,1.1815897847337915e-06
Debias_Ridge,300,50,18,2.0,-0.0058473946618444,0.143217731456427,1.4552121910065572,6.079287330711457e-07
Imputed,300,50,19,2.0,-0.0058473946618444,0.07470636380527935,0.6019927683625627,5.990125560637277e-08
Classical,300,50,19,2.0,-0.0058473946618444,0.2636041198947586,1.823678718570263,5.623689880534023e-05
PPI_lambda1,300,50,19,2.0,-0.0058473946618444,0.07743180774777066,0.6351293067815058,2.605519286344789e-08
PPI_tuned,300,50,19,2.0,-0.0058473946618444,0.07743180774777066,0.6351293067815058,2.605519286344789e-08
Debias_Lasso,300,50,19,2.0,-0.0058473946618444,0.07892464271139246,0.6307770592605262,8.82817467045063e-07
Debias_ElasticNet,300,50,19,2.0,-0.0058473946618444,0.07892464271139246,0.6307770592605262,8.82817467045063e-07
Debias_Ridge,300,50,19,2.0,-0.0058473946618444,0.07984113475149464,0.640178922135765,2.0228997009789564e-08
Imputed,300,50,20,2.0,-0.0058473946618444,0.09775018201241056,0.9504221020740339,5.117510096930456e-06
Classical,300,50,20,2.0,-0.0058473946618444,0.256789327737315,2.2727456279046097,2.6963861975271917e-05
PPI_lambda1,300,50,20,2.0,-0.0058473946618444,0.10136353504660635,1.0119086613303265,8.162621151741929e-07
PPI_tuned,300,50,20,2.0,-0.0058473946618444,0.10136353504660635,1.0119086613303265,8.162621151741929e-07
Debias_Lasso,300,50,20,2.0,-0.0058473946618444,0.08878627937626396,0.9302875931173105,1.551253901621878e-07
Debias_ElasticNet,300,50,20,2.0,-0.0058473946618444,0.08828409730578417,0.9312878868755552,1.030872420259794e-06
Debias_Ridge,300,50,20,2.0,-0.0058473946618444,0.09102530038523471,1.0178801430265905,3.7197831394976634e-07
Imputed,300,50,21,2.0,-0.0058473946618444,0.0837936505043465,0.7482660350989251,6.315060834977109e-09
Classical,300,50,21,2.0,-0.0058473946618444,0.2397682815843414,1.3067289199179233,1.6098401326171574e-06
PPI_lambda1,300,50,21,2.0,-0.0058473946618444,0.08783920868388778,0.7540691731602184,9.085623856381422e-07
PPI_tuned,300,50,21,2.0,-0.0058473946618444,0.08783920868388778,0.7540691731602184,9.085623856381422e-07
Debias_Lasso,300,50,21,2.0,-0.0058473946618444,0.07761452061907521,0.6475440788271977,1.4367632997113537e-07
Debias_ElasticNet,300,50,21,2.0,-0.0058473946618444,0.0831854571774585,0.8286419411142463,1.641839824764978e-06
Debias_Ridge,300,50,21,2.0,-0.0058473946618444,0.08332812296117947,0.7379118608251022,4.400850522254902e-07
Imputed,300,50,22,2.0,-0.0058473946618444,0.10936793616747101,0.9015437951991472,6.480401175219972e-07
Classical,300,50,22,2.0,-0.0058473946618444,0.25550003496611984,1.5494137485530917,4.37640852564042e-07
PPI_lambda1,300,50,22,2.0,-0.0058473946618444,0.11281782082178025,0.9523260461271634,8.508185936086625e-08
PPI_tuned,300,50,22,2.0,-0.0058473946618444,0.11281782082178025,0.9523260461271634,8.508185936086625e-08
Debias_Lasso,300,50,22,2.0,-0.0058473946618444,0.10080024471819718,0.7779368355082826,5.813947897616242e-07
Debias_ElasticNet,300,50,22,2.0,-0.0058473946618444,0.10081447489782147,0.7780861084987806,5.302503661453237e-07
Debias_Ridge,300,50,22,2.0,-0.0058473946618444,0.10210904449997575,0.7895553803479649,3.278612634946033e-07
Imputed,300,50,23,2.0,-0.0058473946618444,0.1361367582575577,1.14148501937618,6.069020719819654e-05
Classical,300,50,23,2.0,-0.0058473946618444,0.26230818139397916,1.3083846108913444,4.158369741042555e-07
PPI_lambda1,300,50,23,2.0,-0.0058473946618444,0.14081058295537358,1.335694966148696,3.861241884726031e-07
PPI_tuned,300,50,23,2.0,-0.0058473946618444,0.14081058295537358,1.335694966148696,3.861241884726031e-07
Debias_Lasso,300,50,23,2.0,-0.0058473946618444,0.12765725821075025,1.1007148561054827,1.557487256124127e-05
Debias_ElasticNet,300,50,23,2.0,-0.0058473946618444,0.12765725821075025,1.1007148561054827,1.557487256124127e-05
Debias_Ridge,300,50,23,2.0,-0.0058473946618444,0.12921709839401865,1.2566766636707507,2.272192272335431e-06
Imputed,300,50,24,2.0,-0.0058473946618444,0.10107405566411026,0.7735939701993553,1.659172924250597e-07
Classical,300,50,24,2.0,-0.0058473946618444,0.26819044848853535,1.3024414933160893,3.5182633034522083e-06
PPI_lambda1,300,50,24,2.0,-0.0058473946618444,0.10198579566221679,0.8280392879677773,1.552383201509946e-05
PPI_tuned,300,50,24,2.0,-0.0058473946618444,0.10198579566221679,0.8280392879677773,1.552383201509946e-05
Debias_Lasso,300,50,24,2.0,-0.0058473946618444,0.09097021005451919,0.8490240729445494,1.055495739364637e-05
Debias_ElasticNet,300,50,24,2.0,-0.0058473946618444,0.09097021005451919,0.8490240729445494,1.055495739364637e-05
Debias_Ridge,300,50,24,2.0,-0.0058473946618444,0.09439238309110672,0.8713926211584927,1.2130979403494985e-05
Imputed,300,50,25,2.0,-0.0058473946618444,0.06628740586761289,0.6790928583135992,4.2106279742327504e-07
Classical,300,50,25,2.0,-0.0058473946618444,0.26760240022912096,1.4484973830149224,2.4487943835240634e-07
PPI_lambda1,300,50,25,2.0,-0.0058473946618444,0.06721522988927502,0.7092134739568908,2.2414309360375955e-05
PPI_tuned,300,50,25,2.0,-0.0058473946618444,0.06721522988927502,0.7092134739568908,2.2414309360375955e-05
Debias_Lasso,300,50,25,2.0,-0.0058473946618444,0.06678322753367502,0.6528819540145702,1.7746028020912542e-06
Debias_ElasticNet,300,50,25,2.0,-0.0058473946618444,0.06678322753367501,0.6528819540145702,1.7746028020918458e-06
Debias_Ridge,300,50,25,2.0,-0.0058473946618444,0.06931501305419871,0.7577741597147417,5.378673109978391e-07
Imputed,300,50,26,2.0,-0.0058473946618444,0.10250719620537034,1.3969959432950807,1.5380651716460705e-07
Classical,300,50,26,2.0,-0.0058473946618444,0.2572972179334355,1.3750906333803694,5.244462643231484e-05
PPI_lambda1,300,50,26,2.0,-0.0058473946618444,0.10459414718699382,1.483294691245076,2.191632072863051e-05
PPI_tuned,300,50,26,2.0,-0.0058473946618444,0.10459414718699382,1.483294691245076,2.191632072863051e-05
Debias_Lasso,300,50,26,2.0,-0.0058473946618444,0.0942183232272251,1.4081987003637717,2.8670938046455514e-06
Debias_ElasticNet,300,50,26,2.0,-0.0058473946618444,0.09394024425431094,1.4085317661504373,1.2539882248277024e-06
Debias_Ridge,300,50,26,2.0,-0.0058473946618444,0.09554710870833207,1.5047000208581351,3.987070548587065e-07
Imputed,300,50,27,2.0,-0.0058473946618444,0.07182636795417609,0.6639753771768798,2.9991254939430774e-06
Classical,300,50,27,2.0,-0.0058473946618444,0.26362745620908856,1.7048435167398621,0.0002806952771823649
PPI_lambda1,300,50,27,2.0,-0.0058473946618444,0.07494621784168112,0.6692546996716465,1.5136313908969135e-05
PPI_tuned,300,50,27,2.0,-0.0058473946618444,0.07494621784168112,0.6692546996716465,1.5136313908969135e-05
Debias_Lasso,300,50,27,2.0,-0.0058473946618444,0.06766254903724596,0.6432121543945483,1.6290368349861975e-06
Debias_ElasticNet,300,50,27,2.0,-0.0058473946618444,0.06767057206238748,0.6435767691641249,2.2711057567336752e-06
Debias_Ridge,300,50,27,2.0,-0.0058473946618444,0.07070779480850665,0.6556174410909167,1.4254519543006458e-08
Imputed,300,50,28,2.0,-0.0058473946618444,0.1040765558309999,0.9517288657668761,2.1749369884229617e-06
Classical,300,50,28,2.0,-0.0058473946618444,0.26961492532196757,1.6866326215921146,8.633949924196801e-06
PPI_lambda1,300,50,28,2.0,-0.0058473946618444,0.10694097722811322,1.0050006309153152,6.3595378935380954e-06
PPI_tuned,300,50,28,2.0,-0.0058473946618444,0.10694097722811322,1.0050006309153152,6.3595378935380954e-06
Debias_Lasso,300,50,28,2.0,-0.0058473946618444,0.10281577765165589,0.967247410782217,1.9471443094257213e-07
Debias_ElasticNet,300,50,28,2.0,-0.0058473946618444,0.10281577765165589,0.967247410782217,1.9471443094257213e-07
Debias_Ridge,300,50,28,2.0,-0.0058473946618444,0.10481334443716848,1.0378993797504918,6.54648407385665e-08
Imputed,300,50,29,2.0,-0.0058473946618444,0.10880609183050308,0.9473832732887677,2.90628282134628e-06
Classical,300,50,29,2.0,-0.0058473946618444,0.26546335138729793,1.6896735001555334,2.2800089347175886e-05
PPI_lambda1,300,50,29,2.0,-0.0058473946618444,0.10727465195610478,0.9880266294371433,5.4070174494651754e-09
PPI_tuned,300,50,29,2.0,-0.0058473946618444,0.10727465195610478,0.9880266294371433,5.4070174494651754e-09
Debias_Lasso,300,50,29,2.0,-0.0058473946618444,0.11805974313610079,1.0927270389802766,2.7821366242540525e-07
Debias_ElasticNet,300,50,29,2.0,-0.0058473946618444,0.11805974313610079,1.0927270389802766,2.7821366242540525e-07
Debias_Ridge,300,50,29,2.0,-0.0058473946618444,0.11712084383802757,1.1329305030145589,5.41047675441871e-09
Imputed,300,100,0,2.0,-0.0058473946618444,9.710165136350449,103.74262721541396,8.372518918134675e-05
Classical,300,100,0,2.0,-0.0058473946618444,0.2181165242226749,1.7563759160677204,7.692598236556335e-07
PPI_lambda1,300,100,0,2.0,-0.0058473946618444,9.6563103621622,103.88530891149061,3.0497972843315976e-06
PPI_tuned,300,100,0,2.0,-0.0058473946618444,9.6563103621622,103.88530891149061,3.0497972843315976e-06
Debias_Lasso,300,100,0,2.0,-0.0058473946618444,8.546913999876852,90.77731537247118,0.0005722409069531597
Debias_ElasticNet,300,100,0,2.0,-0.0058473946618444,8.397699941103575,89.13272683203145,0.0008015278825981517
Debias_Ridge,300,100,0,2.0,-0.0058473946618444,8.419479472476542,89.90797874761043,0.0001527099042757873
Imputed,300,100,1,2.0,-0.0058473946618444,8.96811877205645,68.51330338855543,0.00025595380724558
Classical,300,100,1,2.0,-0.0058473946618444,0.19882508253442496,1.118763543814263,1.4059575338129435e-05
PPI_lambda1,300,100,1,2.0,-0.0058473946618444,8.957926311387189,68.61544348950025,0.0003096678261931393
PPI_tuned,300,100,1,2.0,-0.0058473946618444,8.957926311387189,68.61544348950025,0.0003096678261931393
Debias_Lasso,300,100,1,2.0,-0.0058473946618444,9.399666491875827,73.71389858678054,0.002418371059775559
Debias_ElasticNet,300,100,1,2.0,-0.0058473946618444,9.456862587752536,74.34303988282129,0.002691327396477307
Debias_Ridge,300,100,1,2.0,-0.0058473946618444,9.095152371669474,70.33977341942314,0.00025836692900427065
Imputed,300,100,2,2.0,-0.0058473946618444,3.149865346664971,26.05353637022693,1.4902003901148866e-05
Classical,300,100,2,2.0,-0.0058473946618444,0.21688374901585314,1.8911953529861174,5.560791783570464e-06
PPI_lambda1,300,100,2,2.0,-0.0058473946618444,3.155692035067735,25.95493048789187,2.486901769053872e-05
PPI_tuned,300,100,2,2.0,-0.0058473946618444,3.155692035067735,25.95493048789187,2.486901769053872e-05
Debias_Lasso,300,100,2,2.0,-0.0058473946618444,3.1488145645671324,31.44902513177623,2.7890299654155922e-05
Debias_ElasticNet,300,100,2,2.0,-0.0058473946618444,3.148006130892954,31.406728592870774,2.7804047932913694e-05
Debias_Ridge,300,100,2,2.0,-0.0058473946618444,3.163007476337037,32.290872384455724,0.00018253505862861937
Imputed,300,100,3,2.0,-0.0058473946618444,52.442407171703344,463.0400093039668,2.1463383594120197e-05
Classical,300,100,3,2.0,-0.0058473946618444,0.19563443933385952,1.4154987252551854,7.879187639697976e-06
PPI_lambda1,300,100,3,2.0,-0.0058473946618444,52.530260945176,461.6237470909307,0.0005122546413307354
PPI_tuned,300,100,3,2.0,-0.0058473946618444,52.530260945176,461.6237470909307,0.0005122546413307354
Debias_Lasso,300,100,3,2.0,-0.0058473946618444,55.99921954990386,505.1162573087904,0.00015792643146378047
Debias_ElasticNet,300,100,3,2.0,-0.0058473946618444,55.86980624348701,503.6297664047761,0.00013177783739572966
Debias_Ridge,300,100,3,2.0,-0.0058473946618444,53.1150829087224,468.62775045345285,0.0005575908222091099
Imputed,300,100,4,2.0,-0.0058473946618444,1.6909180057933388,12.620377528047559,0.000877889148513783
Classical,300,100,4,2.0,-0.0058473946618444,0.21991843432815963,2.281501912494631,1.117071401482842e-05
PPI_lambda1,300,100,4,2.0,-0.0058473946618444,1.7023349575671338,11.81678351572889,0.000268231552994085
PPI_tuned,300,100,4,2.0,-0.0058473946618444,1.7023349575671338,11.81678351572889,0.000268231552994085
Debias_Lasso,300,100,4,2.0,-0.0058473946618444,1.716113115105539,12.797088084702107,0.00017660075949029505
Debias_ElasticNet,300,100,4,2.0,-0.0058473946618444,1.7161131151055395,12.797088084702107,0.00017660075949029505
Debias_Ridge,300,100,4,2.0,-0.0058473946618444,1.8082325132368935,12.571806313982828,9.48768258011346e-06
Imputed,300,100,5,2.0,-0.0058473946618444,10.24611346728864,115.26445042691904,4.3044867383640936e-05
Classical,300,100,5,2.0,-0.0058473946618444,0.1902112781335137,2.4991142528069954,1.9990694602459206e-06
PPI_lambda1,300,100,5,2.0,-0.0058473946618444,10.284916915575769,114.85710345590601,7.623281465662646e-05
PPI_tuned,300,100,5,2.0,-0.0058473946618444,10.284916915575769,114.85710345590601,7.623281465662646e-05
Debias_Lasso,300,100,5,2.0,-0.0058473946618444,23.430210281863594,274.95771550674493,0.0009959344934836892
Debias_ElasticNet,300,100,5,2.0,-0.0058473946618444,23.4302102818636,274.9577155067454,0.000995934493483465
Debias_Ridge,300,100,5,2.0,-0.0058473946618444,18.6702983058594,197.76617887485716,6.552329347972541e-05
Imputed,300,100,6,2.0,-0.0058473946618444,3.0787037416771366,27.70006964226862,0.0006695955404498627
Classical,300,100,6,2.0,-0.0058473946618444,0.19811782270678907,1.4846125831838786,2.994833427779358e-05
PPI_lambda1,300,100,6,2.0,-0.0058473946618444,3.0787988793239323,26.81396854564327,0.0008393227039009143
PPI_tuned,300,100,6,2.0,-0.0058473946618444,3.0787988793239323,26.81396854564327,0.0008393227039009143
Debias_Lasso,300,100,6,2.0,-0.0058473946618444,3.947530736340188,33.57445505246097,2.451871893563545e-05
Debias_ElasticNet,300,100,6,2.0,-0.0058473946618444,3.947530736340188,33.57445505246097,2.451871893563545e-05
Debias_Ridge,300,100,6,2.0,-0.0058473946618444,3.6915326583872834,30.186428405278942,1.319494719548242e-05
Imputed,300,100,7,2.0,-0.0058473946618444,12.172630678329591,126.8480970130476,0.0002891805891864849
Classical,300,100,7,2.0,-0.0058473946618444,0.2036929238460434,1.9930009864678866,2.0859714499622177e-06
PPI_lambda1,300,100,7,2.0,-0.0058473946618444,12.190288069099878,125.93261362516151,0.0022380593422324725
PPI_tuned,300,100,7,2.0,-0.0058473946618444,12.190288069099878,125.93261362516151,0.0022380593422324725
Debias_Lasso,300,100,7,2.0,-0.0058473946618444,13.869027543349075,140.15235658815948,0.0013313414105210711
Debias_ElasticNet,300,100,7,2.0,-0.0058473946618444,13.844277486764508,139.95858646245208,0.0013722872954066085
Debias_Ridge,300,100,7,2.0,-0.0058473946618444,12.910668238888654,131.75723142476258,6.56827500519782e-06
Imputed,300,100,8,2.0,-0.0058473946618444,12.688990165724947,75.98023592219005,0.0017558387134846219
Classical,300,100,8,2.0,-0.0058473946618444,0.21310490016549224,1.6419584127669298,7.687831240428242e-05
PPI_lambda1,300,100,8,2.0,-0.0058473946618444,12.650172579297587,76.52191401079705,0.0002485845509709557
PPI_tuned,300,100,8,2.0,-0.0058473946618444,12.650172579297587,76.52191401079705,0.0002485845509709557
Debias_Lasso,300,100,8,2.0,-0.0058473946618444,9.10919770883968,50.61795299503374,1.051153957584418e-05
Debias_ElasticNet,300,100,8,2.0,-0.0058473946618444,9.114487976107561,50.63852689200788,1.0146029437550763e-05
Debias_Ridge,300,100,8,2.0,-0.0058473946618444,9.790974197858858,56.02391093224658,0.00013988170424647167
Imputed,300,100,9,2.0,-0.0058473946618444,176.37780202349884,1474.018737506081,0.0017899304873242655
Classical,300,100,9,2.0,-0.0058473946618444,0.22143470046021027,1.391961339142565,2.264694787938857e-05
PPI_lambda1,300,100,9,2.0,-0.0058473946618444,176.50001862814207,1473.5243419767583,5.693720319911366e-07
PPI_tuned,300,100,9,2.0,-0.0058473946618444,176.50001862814207,1473.5243419767583,5.693720319911366e-07
Debias_Lasso,300,100,9,2.0,-0.0058473946618444,59.867376210659735,545.3454819337028,0.0002757005729738988
Debias_ElasticNet,300,100,9,2.0,-0.0058473946618444,59.867376210659735,545.3454819337028,0.0002757005729738988
Debias_Ridge,300,100,9,2.0,-0.0058473946618444,64.91134513340982,587.6206731560429,6.938907228237668e-05
Imputed,300,100,10,2.0,-0.0058473946618444,2.062473217535111,17.000668053665862,0.0008546361304280245
Classical,300,100,10,2.0,-0.0058473946618444,0.22301514286702537,2.0077475836544676,9.781134334207344e-06
PPI_lambda1,300,100,10,2.0,-0.0058473946618444,2.061182192630183,16.17796986976378,3.5192972422712944e-08
PPI_tuned,300,100,10,2.0,-0.0058473946618444,2.061182192630183,16.17796986976378,3.5192972422712944e-08
Debias_Lasso,300,100,10,2.0,-0.0058473946618444,1.9994240304090833,16.16579964666003,3.941587772121302e-07
Debias_ElasticNet,300,100,10,2.0,-0.0058473946618444,1.9994240304090833,16.16579964666003,3.941587772121302e-07
Debias_Ridge,300,100,10,2.0,-0.0058473946618444,1.8985773249320126,14.200321088140806,1.5290299907357975e-05
Imputed,300,100,11,2.0,-0.0058473946618444,3.845985402216057,40.43690243631099,2.3962851722333292e-05
Classical,300,100,11,2.0,-0.0058473946618444,0.20952375042633847,1.331131874442175,2.109534147837268e-06
PPI_lambda1,300,100,11,2.0,-0.0058473946618444,3.8393765647256903,39.20514155635395,5.821747976699266e-05
PPI_tuned,300,100,11,2.0,-0.0058473946618444,3.8393765647256903,39.20514155635395,5.821747976699266e-05
